Id,Creation Time,Tags,network_name,Task,n_steps,Model,MOGen_max_order,MOGen_n_walks,n_start_nodes,path_format,lr,n_epochs,loss,target_prediction,node_features,egde_features,MOGen_training_mode,training_dates,n_training_paths,eval_mode,failure_rate,mean_abs_err,median_abs_err,choice_accuracy,test_dates,n_test_paths,selection_start,selection_end,selection_step,Running Time,MOGen_optimal_order,weight
ROUT-224,2024-01-18 20:31:15,[],202208_waypoints_DP10_HDBSCAN20_oslo_full_UTM,path,1,MOGen,3,1000,1,,,,,,,,partial,"['202206', '202207', '202208']",21058,path,0.028160200250312892,93.80071657725959,43.867716799536716,0.33237581034000885,['202209'],1598,0,-1,4,7003.389,3,
ROUT-223,2024-01-18 18:23:21,[],202208_waypoints_DP10_HDBSCAN20_oslo_full_UTM,path,1,MOGen,4,1000,1,,,,,,,,partial,"['202206', '202207', '202208']",21058,path,0.02065081351689612,96.1057487319599,49.026499455478856,0.33124380524059527,['202209'],1598,0,-1,4,4046.064,2,
ROUT-221,2024-01-18 16:22:39,[],202208_waypoints_DP10_HDBSCAN20_oslo_full_UTM,next_nodes,20,MOGen,4,1000,1,,,,,,,,partial,"['202206', '202207', '202208']",21058,path,0.0,1569.892744825325,325.91977446016335,0.36232771822358345,['202209'],656,0,-1,40,1895.214,2,
ROUT-220,2024-01-18 15:43:19,[],202208_waypoints_DP10_HDBSCAN20_oslo_full_UTM,next_nodes,15,MOGen,4,1000,1,,,,,,,,partial,"['202206', '202207', '202208']",21058,path,0.0,1212.4228481519021,189.2948276922314,0.4022301871764238,['202209'],837,0,-1,40,2340.195,2,
ROUT-219,2024-01-18 14:51:58,[],202208_waypoints_DP10_HDBSCAN20_oslo_full_UTM,next_nodes,10,MOGen,4,1000,1,,,,,,,,partial,"['202206', '202207', '202208']",21058,path,0.0,803.2671632683878,126.7950201147535,0.43486725663716813,['202209'],1131,0,-1,40,3060.01,2,
ROUT-218,2024-01-18 13:45:29,[],202208_waypoints_DP10_HDBSCAN20_oslo_full_UTM,next_nodes,5,MOGen,4,1000,1,,,,,,,,partial,"['202206', '202207', '202208']",21058,path,0.0,436.1391751433598,85.1105429992644,0.4226044226044226,['202209'],1628,0,-1,40,0.215,2,
ROUT-216,2024-01-18 12:14:16,[],202208_waypoints_DP10_HDBSCAN20_oslo_full_UTM,next_nodes,3,MOGen,4,1000,1,,,,,,,,partial,"['202206', '202207', '202208']",21058,path,0.0,316.11270510227087,54.71941654383377,0.4413986997012827,['202209'],1897,0,-1,40,4382.679,2,
ROUT-215,2024-01-18 10:56:55,[],202208_waypoints_DP10_HDBSCAN20_oslo_full_UTM,next_nodes,2,MOGen,4,1000,1,,,,,,,,partial,"['202206', '202207', '202208']",21058,path,0.0,234.01735784871804,32.67637276474861,0.47283406754772395,['202209'],2046,0,-1,40,4640.511,2,
ROUT-214,2024-01-18 09:34:24,[],202208_waypoints_DP10_HDBSCAN20_oslo_full_UTM,next_nodes,1,MOGen,4,1000,1,,,,,,,,partial,"['202206', '202207', '202208']",21058,path,0.0,145.63925050526947,0.0,0.5485040797824116,['202209'],2206,0,-1,40,4950.842,2,
ROUT-213,2024-01-18 09:21:29,[],202208_waypoints_DP10_HDBSCAN20_oslo_full_UTM,next_nodes,20,Random,4,1000,1,,,,,,,,partial,"['202206', '202207', '202208']",21058,path,0.0,6318.948462757072,5419.163843972909,0.07004573170731708,['202209'],656,0,-1,40,23.871,,
ROUT-212,2024-01-18 09:21:04,[],202208_waypoints_DP10_HDBSCAN20_oslo_full_UTM,next_nodes,15,Random,4,1000,1,,,,,,,,partial,"['202206', '202207', '202208']",21058,path,0.0,4722.499870588171,4088.0236925530985,0.07287933094384708,['202209'],837,0,-1,40,25.046,,
ROUT-211,2024-01-18 09:20:39,[],202208_waypoints_DP10_HDBSCAN20_oslo_full_UTM,next_nodes,10,Random,4,1000,1,,,,,,,,partial,"['202206', '202207', '202208']",21058,path,0.0,3059.4132411692226,1804.3864098643635,0.09071618037135278,['202209'],1131,0,-1,40,24.546,,
ROUT-210,2024-01-18 09:20:16,[],202208_waypoints_DP10_HDBSCAN20_oslo_full_UTM,next_nodes,5,Random,4,1000,1,,,,,,,,partial,"['202206', '202207', '202208']",21058,path,0.0,1954.0696502275791,959.1771231197895,0.09914004914004915,['202209'],1628,0,-1,40,22.702,,
ROUT-209,2024-01-18 09:19:57,[],202208_waypoints_DP10_HDBSCAN20_oslo_full_UTM,next_nodes,3,Random,4,1000,1,,,,,,,,partial,"['202206', '202207', '202208']",21058,path,0.0,1454.8511676291025,725.3836374525687,0.12335266209804956,['202209'],1897,0,-1,40,19.367,,
ROUT-208,2024-01-18 09:19:40,[],202208_waypoints_DP10_HDBSCAN20_oslo_full_UTM,next_nodes,2,Random,4,1000,1,,,,,,,,partial,"['202206', '202207', '202208']",21058,path,0.0,1031.8216389254756,401.92800768963343,0.15151515151515152,['202209'],2046,0,-1,40,16.702,,
ROUT-207,2024-01-18 09:19:28,[],202208_waypoints_DP10_HDBSCAN20_oslo_full_UTM,next_nodes,1,Random,4,1000,1,,,,,,,,partial,"['202206', '202207', '202208']",21058,path,0.0,610.4686329442853,172.28473554640289,0.26745240253853125,['202209'],2206,0,-1,40,11.721,,
ROUT-206,2024-01-18 09:16:00,[],202208_waypoints_DP10_HDBSCAN20_oslo_full_UTM,next_nodes,20,Markov,4,1000,1,,,,,,,,partial,"['202206', '202207', '202208']",21058,path,0.0,4358.9970330751075,2823.0408709744634,0.2753810975609756,['202209'],656,0,-1,40,61.578,,
ROUT-205,2024-01-18 09:14:55,[],202208_waypoints_DP10_HDBSCAN20_oslo_full_UTM,next_nodes,15,Markov,4,1000,1,,,,,,,,partial,"['202206', '202207', '202208']",21058,path,0.0,2565.0822544771945,620.9753895026074,0.3614496216646755,['202209'],837,0,-1,40,64.426,,
ROUT-204,2024-01-18 09:13:56,[],202208_waypoints_DP10_HDBSCAN20_oslo_full_UTM,next_nodes,10,Markov,4,1000,1,,,,,,,,partial,"['202206', '202207', '202208']",21058,path,0.0,1078.9227930729842,182.3966228571811,0.4205128205128205,['202209'],1131,0,-1,40,59.235,,
ROUT-203,2024-01-18 09:13:06,[],202208_waypoints_DP10_HDBSCAN20_oslo_full_UTM,next_nodes,5,Markov,4,1000,1,,,,,,,,partial,"['202206', '202207', '202208']",21058,path,0.0,420.3270008552417,89.14111766340022,0.4512285012285012,['202209'],1628,0,-1,40,49.612,,
ROUT-202,2024-01-18 09:12:32,[],202208_waypoints_DP10_HDBSCAN20_oslo_full_UTM,next_nodes,3,Markov,4,1000,1,,,,,,,,partial,"['202206', '202207', '202208']",21058,path,0.0,266.87349933799715,51.72221357530663,0.47531189597610257,['202209'],1897,0,-1,40,34.285,,
ROUT-201,2024-01-18 09:12:07,[],202208_waypoints_DP10_HDBSCAN20_oslo_full_UTM,next_nodes,2,Markov,4,1000,1,,,,,,,,partial,"['202206', '202207', '202208']",21058,path,0.0,210.1853394263889,27.597335662142086,0.5168621700879765,['202209'],2046,0,-1,40,24.345,,
ROUT-200,2024-01-18 09:11:52,[],202208_waypoints_DP10_HDBSCAN20_oslo_full_UTM,next_nodes,1,Markov,4,1000,1,,,,,,,,partial,"['202206', '202207', '202208']",21058,path,0.0,122.28006893411752,0.0,0.601541251133273,['202209'],2206,0,-1,40,15.652,,
ROUT-197,2024-01-18 09:06:41,[],202204_waypoints_DP10_HDBSCAN13_tromso_full_UTM,next_nodes,20,Markov,3,1000,1,,,,,,,,partial,"['202204', '202205', '202207']",4449,path,0.0,2289.268058645174,1201.713417514111,0.40961038961038965,['202206'],770,0,-1,20,65.845,,
ROUT-196,2024-01-18 09:05:28,[],202204_waypoints_DP10_HDBSCAN13_tromso_full_UTM,next_nodes,20,Random,3,1000,1,,,,,,,,partial,"['202204', '202205', '202207']",4449,path,0.0,3568.6189988088836,3101.244005781091,0.023246753246753245,['202206'],770,0,-1,20,23.308,,
ROUT-195,2024-01-18 08:31:58,[],202204_waypoints_DP10_HDBSCAN13_tromso_full_UTM,next_nodes,20,MOGen,3,1000,1,,,,,,,,partial,"['202204', '202205', '202207']",4449,path,0.0,785.1013998639457,259.44612556700645,0.4827272727272728,['202206'],770,0,-1,20,1927.372,2,
ROUT-194,2024-01-18 02:41:34,[],202204_waypoints_DP10_HDBSCAN13_tromso_full_UTM,next_nodes,15,MOGen,3,1000,1,,,,,,,,partial,"['202204', '202205', '202207']",4449,path,0.0,674.203759839085,149.6422133830884,0.5419575633127994,['202206'],988,0,-1,20,2644.103,3,
ROUT-193,2024-01-18 01:47:10,[],202204_waypoints_DP10_HDBSCAN13_tromso_full_UTM,next_nodes,10,MOGen,3,1000,1,,,,,,,,partial,"['202204', '202205', '202207']",4449,path,0.0,513.0666208660203,90.67328342574947,0.5758038585209003,['202206'],1267,0,-1,20,3263.382,3,
ROUT-192,2024-01-18 00:43:24,[],202204_waypoints_DP10_HDBSCAN13_tromso_full_UTM,next_nodes,5,MOGen,3,1000,1,,,,,,,,partial,"['202204', '202205', '202207']",4449,path,0.0,323.7568975393871,43.33915334972258,0.5742307692307692,['202206'],1590,0,-1,20,3825.688,3,
ROUT-191,2024-01-17 23:36:15,[],202204_waypoints_DP10_HDBSCAN13_tromso_full_UTM,next_nodes,3,MOGen,3,1000,1,,,,,,,,partial,"['202204', '202205', '202207']",4449,path,0.0,221.0180554829981,16.90462391366561,0.6158861885002964,['202206'],1730,0,-1,20,4029.488,3,
ROUT-190,2024-01-17 22:26:13,[],202204_waypoints_DP10_HDBSCAN13_tromso_full_UTM,next_nodes,2,MOGen,3,1000,1,,,,,,,,partial,"['202204', '202205', '202207']",4449,path,0.0,175.81514622791147,0.0,0.640375854214123,['202206'],1803,0,-1,20,4180.196,3,
ROUT-189,2024-01-17 21:13:33,[],202204_waypoints_DP10_HDBSCAN13_tromso_full_UTM,next_nodes,1,MOGen,3,1000,1,,,,,,,,partial,"['202204', '202205', '202207']",4449,path,0.0,96.38790551637484,0.0,0.6998403406067057,['202206'],1879,0,-1,20,4359.386,3,
ROUT-188,2024-01-17 20:38:08,[],202204_waypoints_DP10_HDBSCAN13_tromso_full_UTM,next_nodes,15,MOGen,3,1000,1,,,,,,,,partial,"['202204', '202205', '202207']",4449,path,0.0,683.9341356210834,145.4732244389526,0.5396086369770581,['202206'],988,0,-1,20,2104.865,2,
ROUT-186,2024-01-17 19:21:03,[],202204_waypoints_DP10_HDBSCAN13_tromso_full_UTM,next_nodes,10,MOGen,3,1000,1,,,,,,,,partial,"['202204', '202205', '202207']",4449,path,0.0,505.45348175704305,86.57621914939938,0.5939178515007899,['202206'],1267,0,-1,20,2756.577,2,
ROUT-185,2024-01-17 18:25:25,[],202204_waypoints_DP10_HDBSCAN13_tromso_full_UTM,next_nodes,5,MOGen,3,1000,1,,,,,,,,partial,"['202204', '202205', '202207']",4449,path,0.0,280.60962859635674,33.41207748683234,0.6171284634760705,['202206'],1590,0,-1,20,3317.542,2,
ROUT-184,2024-01-17 17:29:48,[],202204_waypoints_DP10_HDBSCAN13_tromso_full_UTM,next_nodes,3,MOGen,3,1000,1,,,,,,,,partial,"['202204', '202205', '202207']",4449,path,0.0,184.6227246037388,0.0,0.6535645472061656,['202206'],1730,0,-1,20,3336.931,2,
ROUT-183,2024-01-17 16:31:15,[],202204_waypoints_DP10_HDBSCAN13_tromso_full_UTM,next_nodes,2,MOGen,3,1000,1,,,,,,,,partial,"['202204', '202205', '202207']",4449,path,0.0,148.7153389527496,0.0,0.6669439822518025,['202206'],1803,0,-1,20,3492.366,2,
ROUT-182,2024-01-17 15:25:35,[],202204_waypoints_DP10_HDBSCAN13_tromso_full_UTM,next_nodes,1,MOGen,3,1000,1,,,,,,,,partial,"['202204', '202205', '202207']",4449,path,0.0,88.1886283958953,0.0,0.6955827567855242,['202206'],1879,0,-1,20,3939.381,2,
ROUT-181,2024-01-17 15:18:43,[],202204_waypoints_DP10_HDBSCAN13_tromso_full_UTM,next_nodes,15,Markov,0,1000,1,,,,,,,,partial,"['202204', '202205', '202207']",4449,path,0.0,1240.981615712007,261.02000997236524,0.5115384615384616,['202206'],988,0,-1,20,63.739,,
ROUT-180,2024-01-17 15:17:48,[],202204_waypoints_DP10_HDBSCAN13_tromso_full_UTM,next_nodes,10,Markov,0,1000,1,,,,,,,,partial,"['202204', '202205', '202207']",4449,path,0.0,496.5578727676119,89.59729569469408,0.6046566692975532,['202206'],1267,0,-1,20,54.945,,
ROUT-179,2024-01-17 15:17:13,[],202204_waypoints_DP10_HDBSCAN13_tromso_full_UTM,next_nodes,5,Markov,0,1000,1,,,,,,,,partial,"['202204', '202205', '202207']",4449,path,0.0,242.84530006311968,27.329985608886197,0.6515723270440251,['202206'],1590,0,-1,20,35.076,,
ROUT-178,2024-01-17 15:16:50,[],202204_waypoints_DP10_HDBSCAN13_tromso_full_UTM,next_nodes,3,Markov,0,1000,1,,,,,,,,partial,"['202204', '202205', '202207']",4449,path,0.0,148.85983708489286,0.0,0.7235067437379575,['202206'],1730,0,-1,20,22.43,,
ROUT-177,2024-01-17 15:16:34,[],202204_waypoints_DP10_HDBSCAN13_tromso_full_UTM,next_nodes,2,Markov,0,1000,1,,,,,,,,partial,"['202204', '202205', '202207']",4449,path,0.0,108.94788907206764,0.0,0.7415418746533555,['202206'],1803,0,-1,20,15.565,,
ROUT-176,2024-01-17 15:16:26,[],202204_waypoints_DP10_HDBSCAN13_tromso_full_UTM,next_nodes,1,Markov,0,1000,1,,,,,,,,partial,"['202204', '202205', '202207']",4449,path,0.0,67.77886321347938,0.0,0.8014901543374136,['202206'],1879,0,-1,20,8.653,,
ROUT-175,2024-01-17 15:13:54,[],202204_waypoints_DP10_HDBSCAN13_tromso_full_UTM,next_nodes,15,Random,0,1000,1,,,,,,,,partial,"['202204', '202205', '202207']",4449,path,0.0,3187.1881153991585,2855.2056152789005,0.031174089068825912,['202206'],988,0,-1,20,24.807,,
ROUT-174,2024-01-17 15:13:26,[],202204_waypoints_DP10_HDBSCAN13_tromso_full_UTM,next_nodes,10,Random,0,1000,1,,,,,,,,partial,"['202204', '202205', '202207']",4449,path,0.0,2793.568911708856,2535.928052400381,0.06061562746645619,['202206'],1267,0,-1,20,27.215,,
ROUT-173,2024-01-17 15:13:03,[],202204_waypoints_DP10_HDBSCAN13_tromso_full_UTM,next_nodes,5,Random,0,1000,1,,,,,,,,partial,"['202204', '202205', '202207']",4449,path,0.0,1896.2422986056715,1240.6703865633187,0.13660377358490566,['202206'],1590,0,-1,20,23.608,,
ROUT-172,2024-01-17 15:12:43,[],202204_waypoints_DP10_HDBSCAN13_tromso_full_UTM,next_nodes,3,Random,0,1000,1,,,,,,,,partial,"['202204', '202205', '202207']",4449,path,0.0,1087.6213225277277,570.454668045005,0.202504816955684,['202206'],1730,0,-1,20,19.644,,
ROUT-171,2024-01-17 15:12:29,[],202204_waypoints_DP10_HDBSCAN13_tromso_full_UTM,next_nodes,2,Random,0,1000,1,,,,,,,,partial,"['202204', '202205', '202207']",4449,path,0.0,675.1703621570163,273.14833712875037,0.24070992789794787,['202206'],1803,0,-1,20,13.787,,
ROUT-170,2024-01-17 15:12:18,[],202204_waypoints_DP10_HDBSCAN13_tromso_full_UTM,next_nodes,1,Random,0,1000,1,,,,,,,,partial,"['202204', '202205', '202207']",4449,path,0.0,408.7874916190482,136.85595125681942,0.3363491218733369,['202206'],1879,0,-1,20,10.219,,
ROUT-166,2024-01-17 13:03:18,[],202204_waypoints_DP10_HDBSCAN13_tromso_full_UTM,path,1,MOGen,4,1000,1,,,,,,,,partial,"['202204', '202205', '202207']",4449,path,0.04667981591058514,192.63970399957438,63.29140813457859,0.5009985604314086,['202206'],1521,0,-1,1,4193.284,2,
ROUT-156,2024-01-17 00:23:36,[],202204_waypoints_DP10_HDBSCAN13_tromso_full_UTM,next_nodes,15,MOGen,4,1000,2,,,,,,,,partial,['202205'],1433,path,0.00303951367781155,497.0559105948359,81.57512579406011,0.6567944250871081,['202206'],988,0,-1,20,1878.192,2,
ROUT-155,2024-01-16 23:45:28,[],202204_waypoints_DP10_HDBSCAN13_tromso_full_UTM,next_nodes,10,MOGen,4,1000,2,,,,,,,,partial,['202205'],1433,path,0.006324110671936759,339.768384746111,42.947466744559,0.681605232917882,['202206'],1267,0,-1,20,2267.565,2,
ROUT-154,2024-01-16 22:59:37,[],202204_waypoints_DP10_HDBSCAN13_tromso_full_UTM,next_nodes,5,MOGen,4,1000,2,,,,,,,,partial,['202205'],1433,path,0.0056782334384858045,191.35649211495033,39.28095485867668,0.7409581218274112,['202206'],1590,0,-1,20,2730.927,2,
ROUT-153,2024-01-16 22:10:25,[],202204_waypoints_DP10_HDBSCAN13_tromso_full_UTM,next_nodes,3,MOGen,4,1000,2,,,,,,,,partial,['202205'],1433,path,0.006944444444444444,137.10661800418205,49.466643745415745,0.7907925407925408,['202206'],1730,0,-1,20,2931.326,2,
ROUT-152,2024-01-16 21:19:30,[],202204_waypoints_DP10_HDBSCAN13_tromso_full_UTM,next_nodes,2,MOGen,4,1000,2,,,,,,,,partial,['202205'],1433,path,0.005016722408026756,137.87718149574079,79.40166832125618,0.8263305322128851,['202206'],1803,0,-1,20,3034.654,2,
ROUT-147,2024-01-16 18:51:40,[],202204_waypoints_DP10_HDBSCAN13_tromso_full_UTM,next_nodes,15,MOGen,4,1000,1,,,,,,,,partial,['202205'],1433,path,0.0,529.6516897045963,126.11628352101135,0.6106612685560053,['202206'],988,0,-1,20,1983.117,2,
ROUT-146,2024-01-16 18:11:45,[],202204_waypoints_DP10_HDBSCAN13_tromso_full_UTM,next_nodes,10,MOGen,4,1000,1,,,,,,,,partial,['202205'],1433,path,0.0,392.9162491989051,78.80453081886796,0.6192733017377567,['202206'],1267,0,-1,20,2394.695,2,
ROUT-145,2024-01-16 17:24:13,[],202204_waypoints_DP10_HDBSCAN13_tromso_full_UTM,next_nodes,5,MOGen,4,1000,1,,,,,,,,partial,['202205'],1433,path,0.0,247.21960551482556,30.735882633988815,0.6462893081761005,['202206'],1590,0,-1,20,2831.872,2,
ROUT-144,2024-01-16 16:38:51,[],202204_waypoints_DP10_HDBSCAN13_tromso_full_UTM,next_nodes,3,MOGen,4,1000,1,,,,,,,,partial,['202205'],1433,path,0.0,157.1627311278021,0.0,0.6868978805394991,['202206'],1730,0,-1,20,2721.362,2,
ROUT-143,2024-01-16 15:51:03,[],202204_waypoints_DP10_HDBSCAN13_tromso_full_UTM,next_nodes,2,MOGen,4,1000,1,,,,,,,,partial,['202205'],1433,path,0.0,110.53594620261178,0.0,0.720865704772475,['202206'],1803,0,-1,20,2847.824,2,
ROUT-142,2024-01-16 14:52:17,[],202204_waypoints_DP10_HDBSCAN13_tromso_full_UTM,next_nodes,1,MOGen,4,1000,1,,,,,,,,partial,['202205'],1433,path,0.0,75.84647982718296,0.0,0.7562533262373603,['202206'],1879,0,-1,20,3525.738,2,
ROUT-137,2024-01-16 13:03:32,[],202204_waypoints_DP10_HDBSCAN13_tromso_full_UTM,next_nodes,15,MOGen,4,1000,1,,,,,,,,partial,['202205'],1433,path,0.0,542.4857854666922,123.3711754456921,0.6076923076923078,['202206'],988,0,-1,20,1733.913,1,
ROUT-136,2024-01-16 12:26:53,[],202204_waypoints_DP10_HDBSCAN13_tromso_full_UTM,next_nodes,10,MOGen,4,1000,1,,,,,,,,partial,['202205'],1433,path,0.0,418.54169714803095,89.63496475139905,0.622336227308603,['202206'],1267,0,-1,20,2198.43,1,
ROUT-135,2024-01-16 11:44:57,[],202204_waypoints_DP10_HDBSCAN13_tromso_full_UTM,next_nodes,5,MOGen,4,1000,1,,,,,,,,partial,['202205'],1433,path,0.0,249.11834570770466,27.420579200639796,0.6635220125786163,['202206'],1590,0,-1,20,2495.412,1,
ROUT-134,2024-01-16 10:59:02,[],202204_waypoints_DP10_HDBSCAN13_tromso_full_UTM,next_nodes,3,MOGen,4,1000,1,,,,,,,,partial,['202205'],1433,path,0.0,153.89417031205573,0.0,0.7265895953757225,['202206'],1730,0,-1,20,2755.108,1,
ROUT-131,2024-01-15 23:08:20,[],202204_waypoints_DP10_HDBSCAN13_tromso_full_UTM,next_nodes,2,MOGen,4,1000,1,,,,,,,,partial,['202205'],1433,path,0.0,107.60375341647676,0.0,0.7516648168701443,['202206'],1803,0,36047,20,2626.919,1,
ROUT-129,2024-01-15 19:46:32,[],202204_waypoints_DP10_HDBSCAN13_tromso_full_UTM,next_nodes,1,MOGen,4,1000,1,,,,,,,,partial,['202205'],1433,path,0.0,66.05814199894665,0.0,0.805747738158595,['202206'],1879,0,37568,20,2756.559,1,
